"imdbId","title","releaseYear","releaseDate","genre","writers","actors","directors","sequel","hitFlop"
"tt2251552","Challo Driver","2012","20 Jul 2012","Comedy","Vickrant Mahajan","Vickrant Mahajan | Kainaz Motivala | Prem Chopra | Deepak Arora","Vickrant Mahajan","0","1"
"tt2253708","Future to Bright Hai Ji","2012","02 Nov 2012","Drama","Sanjay Amar","Sanjay Amar | Asrani | Neelima Azim | Aamir Bashir","Sanjay Amar","0","1"
"tt2255934","Aiyyaa","2012","12 Oct 2012","Comedy","N/A","Rani Mukerji | Prithviraj Sukumaran | Nirmiti Sawant | Subodh Bhave","Sachin Kundalkar","0","1"
"tt2256514","Rush","2012","26 Oct 2012","Thriller","Shamin Desai (dialogue) | Sanjay Masoom (dialogue writer)","Emraan Hashmi | Aditya Pancholi | Sagarika Ghatge | Neha Dhupia","Shamin Desai","0","1"
"tt2265191","Bumboo","2012","30 Mar 2012","Comedy","Kavin Dave | Jagdish Rajpurohit","Kavin Dave | Shailesh Hejmady | Bikramjeet Kanwarpal | Sumit Kaul","Jagdish Rajpurohit","0","1"
"tt2275794","Gori Tere Pyaar Mein","2013","22 Nov 2013","Comedy | Romance","Punit Malhotra | Arshad Sayed","Imran Khan | Kareena Kapoor | Nizhalgal Ravi | Anupam Kher","Punit Malhotra","0","1"
"tt2275802","Satyagraha","2013","30 Aug 2013","Drama","Prakash Jha | Anjum Rajabali","Kareena Kapoor | Amitabh Bachchan | Ajay Devgn | Arjun Rampal","Prakash Jha","0","2"
"tt2278422","Kamaal Dhamaal Malamaal","2012","28 Sep 2012","Comedy","N/A","Asrani | Madhurima Banerjee | Shakti Kapoor | Pratima Kazmi","Priyadarshan","1","1"
"tt2283894","Riyasat","2014","18 Jul 2014","Crime","N/A","Rajesh Khanna | Aryeman Ramsay | Raza Murad | Aryan Vaid","Ashok Tyagi","0","1"
"tt2292625","Chakravyuh","2012","24 Oct 2012","Drama | Thriller | War","Prakash Jha | Sagar Pandya | Anjum Rajabali","Arjun Rampal | Abhay Deol | Manoj Bajpayee | Esha Gupta","Prakash Jha","0","2"
"tt2294685","Jeena Hai Toh Thok Daal","2012","14 Sep 2012","Drama","Saurabh Choudhary (screenplay)","Ravi Kishan | Manish Vatsalya | Yashpal Sharma | Rahul Kumar","Manish Vatsalya","0","1"
"tt2301155","Shootout at Wadala","2013","03 May 2013","Action | Crime","Sanjay Bhatia (screenplay) | Abhijeet Deshpande (screenplay) | Sanjay Gupta (screenplay) | Sanjay Gupta (story) | Hussain Zaidi (story) | Milap Zaveri (dialogue)","John Abraham | Kangana Ranaut | Anil Kapoor | Vineet Sharma","Sanjay Gupta","1","4"
"tt2306721","Second Marriage Dot Com","2012","20 Aug 2012","Drama","Gaurav Panjwani (story) | Dinkar Sharma (screenplay)","Subhash Ahuja | Syna Anand | Raman Atre | Rajat Bhalla","Gaurav Panjwani","0","1"
"tt2308773","Born to Hate... Destined to Love","2012","11 May 2012","Action | Drama | Romance","Habib Faisal","Arjun Kapoor | Parineeti Chopra | Gauhar Khan | Anil Rastogi","Habib Faisal","0","4"
"tt2308829","Milta Hai Chance by Chance","2011","05 Aug 2011","Comedy","N/A","Divya Divedi | Sana Govil | Jawahar Jairath | Vishal Kaushik","Ramesh Modi","0","1"
"tt2309764","Singham Returns","2014","15 Aug 2014","Action","Rohit Shetty (story) | Yunus Sajawal (screenplay) | Farhad (dialogue) | Sajid (dialogue)","Kareena Kapoor | Ajay Devgn | Anupam Kher | Yo Yo Honey Singh","Rohit Shetty","1","7"
"tt2309987","Hate Story","2012","20 Apr 2012","Thriller","Vikram Bhatt | Rohit Malhotra (dialogue)","Paoli Dam | Nikhil Dwivedi | Gulshan Devaiah | Saurabh Dubey","Vivek Agnihotri","0","4"
"tt2317103","Sons of Ram","2012","02 Nov 2012","Animation | Drama | Musical","Kushal Ruia (story) | Vivek Kumar (contributing writer) | Anant Pai (comic book) | Divya Chandel (additional dialogue) | Arnab Kanti Mishra (additional dialogue)","Sunidhi Chauhan | Ettienne Couthino | Devansh Doshi | Saptharishi Ghosh","Kushal Ruia","0","1"
"tt2317135","Tamanchey","2014","10 Oct 2014","Crime | Romance","N/A","Nikhil Dwivedi | Richa Chadda | Mahesh Balraj | Kislaya Dwivedi","Suryaveer Singh Bhullar","0","1"
"tt2317337","Vicky Donor","2012","20 Apr 2012","Comedy | Romance","Juhi Chaturvedi (dialogue) | Juhi Chaturvedi (screenplay) | Juhi Chaturvedi (story)","Ayushmann Khurrana | Yami Gautam | Annu Kapoor | Dolly Ahluwalia","Shoojit Sircar","0","6"
"tt2318401","Bandook","2013","18 Jan 2013","Crime | Thriller","N/A","Manisha Kelkar | Arshad Khan | Ashish Kotwal | Aditya Om","Aditya Om","0","1"
"tt2319889","Jannat 2","2012","04 May 2012","Crime | Drama | Thriller","Kapil Chopra | Sanjay Masoom (dialogue)","Mohammed Zeeshan Ayyub | Viren Basoya | Manish Chaudhary | Esha Gupta","Kunal Deshmukh","1","5"
"tt2321163","ABCD (Any Body Can Dance)","2013","08 Feb 2013","Music | Western","Amit Aryan (dialogue) | Tushar Hiranandani (screenplay) | Mayur Puri (additional dialogue) | Remo (story) | Bhanu Pratap Singh (associate writer)","Prabhudheva | Ganesh Acharya | Kay Kay Menon | Lauren Gottlieb","Remo","0","5"
"tt2321492","Krishna Aur Kans","2012","03 Aug 2012","Animation | Action | Adventure","Kamlesh Pandey (screenplay) | Dhrubo Banerjee (story) | Bhaskar Mani (story)","Manoj Bajpayee | Harish Bhimani | Neetu Chaudhary | Juhi Chawla","Vikram Veturi","0","1"
"tt2323964","Mere Dad Ki Maruti","2013","15 Mar 2013","Comedy","Ashima Chibber (screenplay) | Pooja Desai (screenplay) | Ishita Moitra (dialogue) | Neeraj Udhwani (screenplay) | Neeraj Udhwani (story)","Saqib Saleem | Rhea Chakraborty | Ram Kapoor | Prabal Panjabi","Ashima Chibber","0","3"
"tt2327389","Life Ki Toh Lag Gayi","2012","20 Apr 2012","Comedy","Rakesh Mehta","Kay Kay Menon | Ranvir Shorey | Pradhuman Singh | Neha Bhasin","Rakesh Mehta","0","1"
"tt2332705","Love Recipe","2012","05 May 2012","Comedy","Shyam Goel | M. Salim | Amol Shetge","Rani Agrawal | Frank M. Ahearn | Suzanne Bernert | Sudha Chandran","Amol Shetge","0","1"
"tt2337292","Chor chor super chor","2013","02 Aug 2013","Comedy | Drama | Thriller","Rajesh. K. (story) | Ani Thomas (screenplay) | Radhakrishnan Cherpu (screenplay) | Alok Chaturvedi (dialogue writer) | Rajesh. K.","Deepak Dobriyal | Priya Bhatija | Anshul Kataria | Paru Uma","Rajesh. K.","0","1"
"tt2338151","PK","2014","19 Dec 2014","Comedy | Drama | Fantasy","Rajkumar Hirani | Abhijit Joshi | Sreerag Nambiar","Aamir Khan | Anushka Sharma | Sanjay Dutt | Boman Irani","Rajkumar Hirani","0","9"
"tt2339549","Maximum","2012","29 Jun 2012","Crime | Thriller","Kabeer Kaushik (screenplay)","Mohan Agashe | Arya Babbar | Neha Dhupia | Rajendra Gupta","Kabeer Kaushik","0","1"
"tt2341766","Nautanki Saala!","2013","12 Apr 2013","Comedy","Benoît Graffin (original story) | Pierre Salvadori (original story) | Nipun Dharmadhikari (screenplay) | Rohan Sippy (screenplay) | Charudutt Acharya (screenplay)","Ayushmann Khurrana | Kunaal Roy Kapur | Pooja Salvi | Gaelyn Mendonca","Rohan Sippy","0","3"
"tt2343417","Chhodo Kal Ki Baatein","2012","12 Apr 2012","Drama","Pramod Joshi (dialogue) | Pramod Joshi (screenplay) | Raz Kazi (dialogue) | Raz Kazi (screenplay)","Barkha Bisht | Balaji Iyer | Raghavendra Kadkol | Sachin Khedekar","Pramod Joshi","0","1"
"tt2344678","Himmatwala","2013","29 Mar 2013","Action | Comedy","K. Raghavendra Rao (original story) | Sajid Khan (story) | Sajid Khan (screenplay) | Farhad (screenplay) | Sajid (screenplay)","Ajay Devgn | Tamannaah Bhatia | Mahesh Manjrekar | Paresh Rawal","Sajid Khan","0","2"
"tt2346744","Cigarette Ki Tarah","2012","14 Dec 2012","Romance | Thriller","Pradip Atluri | Bobby Khan","Ashok Banthia | Sudesh Berry | Yuvika Chaudhry | Prashant Narayanan","Akashaditya Lama","0","1"
"tt2347289","Bittoo Boss","2012","13 Apr 2012","Romance","Supavitra Babul | Gautam Mehra","Pulkit Samrat | Rajesh Bakshi | Wamiqa Gabbi | Amita Pathak","Supavitra Babul","0","1"
"tt2350496","The Lunchbox","2013","20 Sep 2013","Drama | Romance","Ritesh Batra (screenplay) | Vasan Bala (hindi dialogue writer)","Irrfan Khan | Nimrat Kaur | Nawazuddin Siddiqui | Lillete Dubey","Ritesh Batra","0","4"
"tt2353824","Janleva 555","2012","18 Oct 2012","Musical | Romance | Thriller","Manoj Bhoj | Sundeep Malani (story) | Sundeep Malani","Shona Chabra | Raja Hasan | Akash Hora | Mann Hora","Sundeep Malani","0","1"
"tt2354223","Mumbai's King","2012","06 Jan 2013","Drama","Jaihind (story) | Manjeet Singh (screenplay) | Manjeet Singh (story)","Rahul Bairagi | Dhanshree Jain | Arbaaz Khan | Salman Khan","Manjeet Singh","0","1"
"tt2354407","Teri Meri Kahaani","2012","22 Jun 2012","Drama | Romance","Robin Bhatt (screenplay) | Kunal Kohli (story) | Surabhi Rumbles (screenplay)","Shahid Kapoor | Priyanka Chopra | Prachi Desai | Neha Sharma","Kunal Kohli","0","2"
"tt2356180","Bhaag Milkha Bhaag","2013","12 Jul 2013","Biography | Drama | History","Prasoon Joshi","Farhan Akhtar | Sonam Kapoor | Pavan Malhotra | Art Malik","Rakeysh Omprakash Mehra","0","7"
"tt2356959","Ajab Gazabb Love","2012","24 Oct 2012","Romance","Anvita Dutt (additional screenplay) | Mayur Puri (screenplay) | G. Nageswara Reddy (original story)","Jacky Bhagnani | Nidhi Subbaiah | Darshan Jariwala | Kiron Kher","Sanjay Gadhvi","0","1"
"tt2357489","Zanjeer","2013","06 Sep 2013","Action","Salim Khan (original story) | Javed Akhtar (original story) | Apoorva Lakhia (story) | Chintan Gandhi (dialogue) | Suresh Nair (screenplay)","Ram Charan | Priyanka Chopra | Sanjay Dutt | Prakash Raj","Apoorva Lakhia","0","1"
"tt2357926","Ramaiya Vastavaiya","2013","19 Jul 2013","Comedy | Family | Romance","Shiraz Ahmed (screenplay) | Veeru Potla (story)","Shruti K. Haasan | Girish Taurani | Randhir Kapoor | Sonu Sood","Prabhudheva","0","2"
"tt2358412","David","2013","08 Feb 2013","Action | Crime | Drama","Abhijeet Deshpande (dialogue & lyrics) | Bejoy Nambiar (screenplay) | Bejoy Nambiar (story) | Natasha Sahgal (screenplay)","'Chiyaan' Vikram | Neil Nitin Mukesh | Vinay Virmani | Tabu","Bejoy Nambiar","0","1"
"tt2359810","Raanjhanaa","2013","21 Jun 2013","Drama | Romance","Himanshu Sharma","Dhanush | Sonam Kapoor | Mohammed Zeeshan Ayyub | Swara Bhaskar","Aanand Rai","0","6"
"tt2361148","Club 60","2013","06 Dec 2013","Drama","Sanjay Tripathy","Farooq Shaikh | Sarika | Raghuvir Yadav | Satish Shah","Sanjay Tripathy","0","1"
"tt2362778","Saheb Biwi Aur Gangster Returns","2013","08 Mar 2013","Action | Crime | Drama","Tigmanshu Dhulia (screenplay) | Tigmanshu Dhulia (story) | Kamal Pandey (story)","Raj Babbar | Mahie Gill | Mugdha Godse | Rajiv Gupta","Tigmanshu Dhulia","1","3"
"tt2367056","Chal Pichchur Banate Hain","2012","07 Sep 2012","Drama","Pritish Chakraborty","Sagar Bhangade | Mukesh Bhatt | Vipul Bhatt | Manmeet Dhanjal","Pritish Chakraborty","0","1"
"tt2369154","R... Rajkumar","2013","06 Dec 2013","Action | Comedy | Romance","Prabhudheva (story) | Prabhudheva (screenplay) | Sunil Kumar Agrawal (screenplay) | Ravi S. Sundaram (screenplay) | Shiraz Ahmed (dialogue)","Shahid Kapoor | Sonakshi Sinha | Sonu Sood | Ashish Vidyarthi","Prabhudheva","0","4"
"tt2372222","Kick","2014","25 Jul 2014","Action | Comedy | Romance","Vakkantham Vamsi (story) | Rajat Arora (screenplay) | Keith Gomes (screenplay) | Sajid Nadiadwala (screenplay) | Chetan Bhagat (additional screenplay) | Rajat Arora (dialogue)","Salman Khan | Jacqueline Fernandez | Nawazuddin Siddiqui | Randeep Hooda","Sajid Nadiadwala","0","8"
"tt2372678","2 States","2014","18 Apr 2014","Drama | Romance","Chetan Bhagat (story) | Abhishek Varman (screenplay) | Hussain Dalal (dialogue)","Arjun Kapoor | Alia Bhatt | Amrita Singh | Revathy","Abhishek Varman","0","7"
"tt2377938","Special 26","2013","08 Feb 2013","Crime | Drama | Thriller","Neeraj Pandey","Akshay Kumar | Kajal Agarwal | Manoj Bajpayee | Jimmy Shergill","Neeraj Pandey","0","5"
"tt2378057","?: A Question Mark","2012","17 Feb 2012","Horror | Mystery | Thriller","Yash Dave | Allison Patel","Kiran Bhatia | Yaman Chatwal | Maanvi Gagroo | Chirag Jain","Allyson Patel | Yash Dave","0","1"
"tt2387495","Jalpari: The Desert Mermaid","2012","01 Oct 2012","Drama | Family | Mystery","Sameer Gautam Singh (dialogue) | Deepak Venkatesha | Deepak Venkatesha (story)","Harish Chabbra | Tannishtha Chatterjee | Parvin Dabas | Rajendra Gupta","Nila Madhab Panda","0","1"
"tt2389486","Mai","2013","01 Feb 2013","Drama | Family","Mahesh Kodiyal | Manoj Tapadia","Asha Bhosle | Kshitee Jog | Shivani Joshi | Ram Kapoor","Mahesh Kodiyal","0","1"
"tt2389974","Aatma","2013","22 Mar 2013","Drama | Horror | Thriller","Sudarshana Dwivedi (dialogue) | Suparn Verma (dialogue) | Suparn Verma (story) | Suparn Verma","Jaideep Ahlawat | Bipasha Basu | Padam Bhola | Darshan Jariwala","Suparn Verma","0","2"
"tt2401719","Prague","2013","27 Sep 2013","Mystery | Romance | Thriller","Rohit Khaitan (conceived by) | Akshendra Mishra (additional screenplay) | Sumit Saxena (screenplay) | Ashish R. Shukla (screenplay) | Ashish R. Shukla (story) | Vijay Verma (additional screenplay)","Chandan Roy Sanyal | Arfi Lamba | Kumar Mayank | Sonia Bindra","Ashish R. Shukla","0","1"
"tt2402131","Kismet Love Paisa Dilli","2012","05 Oct 2012","Adventure | Comedy | Crime","Sanjay M Khanduri | Sanjay M Khanduri | Rishabh Sharma (dialogue)","Vivek Oberoi | Mallika Sherawat | Neha Dhupia | Anshuman Jha","Sanjay M. Khanduri","0","1"
"tt2402691","Saari Raat","2013","17 Feb 2013","Short | Drama","N/A","Parimal Aloke | Paru Gambhir","Parimal Aloke","0","1"
"tt2404027","Arjun: The Warrior Prince","2012","25 May 2012","Animation | Action | Adventure","Rajesh Devraj | R.D. Tailang (dialogue)","Yuddvir Bakolia | Ila Arun | Anjan Srivastav | Sachin Khedekar","Arnab Chaudhuri","0","1"
"tt2404187","Bloody Isshq","2013","01 Mar 2013","Romance","Aroti Bhattacharya","Akash | Shilpa Anand | Karan Mehra | Tripta Parashar","Arup Dutta","0","1"
"tt2404519","3G - A Killer Connection","2013","15 Mar 2013","Horror | Sci-Fi | Thriller","Sheershak Anand (story) | Shantanu Ray Chhibber (story) | Sumit Saxena (dialogue)","Neil Nitin Mukesh | Sonal Chauhan | Himani Chauhan | Devraj Das","Sheershak Anand | Shantanu Ray Chhibber","0","2"
"tt2404673","Overtime","2012","29 Jun 2012","Drama","Saajan Agarwal (dialogue) | Ajay Yadav (story)","Frank M. Ahearn | Ramnita Chaudhry | Preeti Chauhan | Divya Dutta","Ajay Yadav","0","1"
"tt2406636","Bhoot Returns","2012","12 Oct 2012","Horror","N/A","J.D. Chakravarthi | Nitin Jadhav | Manisha Koirala | Madhu Shalini","Ram Gopal Varma","1","2"
"tt2406676","Ek Thi Daayan","2013","18 Apr 2013","Horror | Romance | Thriller","Vishal Bhardwaj (dialogue) | Vishal Bhardwaj (story) | Matthew Robbins (script collaborator) | Mukul Sharma (story)","Emraan Hashmi | Konkona Sen Sharma | Kalki Koechlin | Huma Qureshi","Kannan Iyer","0","3"
"tt2416294","Rabba Main Kya Karoon","2013","02 Aug 2013","Comedy | Romance","Aakash Kaushik","Tinnu Anand | Raj Babbar | Akash Chopra | Shakti Kapoor","Amrit Sagar","0","1"
"tt2423132","Akaash Vani","2013","25 Jan 2013","Romance","N/A","Nushrat Bharucha | Kiran Kumar | Gautam Mehra | Sunny Singh Nijjar","Luv Ranjan","0","1"
"tt2429640","Murder 3","2013","15 Feb 2013","Thriller","Mahesh Bhatt | Hatem Khraiche (original film ""La Cara Oculta"") | Amit Masurkar (additional screenplay)","Randeep Hooda | Aditi Rao Hydari | Sara Loren | Rajesh Shringarpore","Vishesh Bhatt","1","2"
"tt2429930","Khwaabb","2014","09 May 2014","Drama | Romance | Sport","Moraad Ali Khan (story) | Arnab Mukherjee","Nafisa Ali | Simer Motiani | Bajrangbali Singh | Navdip Singh","Zaid Ali Khan","0","1"
"tt2436516","Go Goa Gone","2013","10 May 2013","Action | Adventure | Comedy","Krishna D.K. (story) | Kunal Khemu (dialogue) | Sita Menon (dialogue) | Sita Menon (story) | Raj Nidimoru (story) | Raja Sen (additional dialogue)","Saif Ali Khan | Kunal Khemu | Vir Das | Anand Tiwari","Krishna D.K. | Raj Nidimoru","0","2"
"tt2437954","Singh Saab the Great","2013","22 Nov 2013","Action | Drama","Shaktimaan Talwar","Sunny Deol | Amrita Rao | Urvashi Rautela | Prakash Raj","Anil Sharma","0","2"
"tt2438764","Rajjo","2013","15 Nov 2013","Drama | Romance","Vishwas Patil","Kangana Ranaut | Prakash Raj | Mahesh Manjrekar | Paras Arora","Vishwas Patil","0","1"
"tt2461132","Happy New Year","2014","24 Oct 2014","Action | Comedy | Crime","Althea Kaushal | Farah Khan | Mayur Puri","Shah Rukh Khan | Deepika Padukone | Vivaan Shah | Kareena Kapoor","Farah Khan","0","7"
"tt2476154","Grand Masti","2013","13 Sep 2013","Comedy | Drama | Romance","Tushar Hiranandani (story) | Milap Zaveri (dialogue) | Milap Zaveri (story)","Ritesh Deshmukh | Vivek Oberoi | Aftab Shivdasani | Suresh Menon","Indra Kumar","1","7"
"tt2510874","Yamla Pagla Deewana 2","2013","07 Jun 2013","Action | Comedy | Drama","Jasvinder Bath (screenplay) | Lynda Deol (story)","Dharmendra | Sunny Deol | Bobby Deol | Neha Sharma","Sangeeth Sivan","1","2"
"tt2554042","Maazii","2013","27 Sep 2013","Thriller","Sumit Nijhawan | Shirish Sharma","Mohammed Zeeshan Ayyub | Ashok Banthia | Devender Chaudhary | Manish Chaudhary","Jaideep Chopra","0","1"
"tt2556308","Holiday","2014","06 Jun 2014","Action | Romance | Thriller","A.R. Murugadoss","Akshay Kumar | Sonakshi Sinha | Freddy Daruwala | Sumeet Raghvan","A.R. Murugadoss","0","6"
"tt2560016","Rajdhani Express","2013","04 Jan 2013","Action | Drama | Thriller","Ashok Kohli (dialogue) | Ashok Kohli (screenplay)","Ishrat Ali | Nishant Balgovind | Sayali Bhagat | Puja Bose","Ashok Kohli","0","1"
"tt2571140","Boss","2013","16 Oct 2013","Action | Comedy | Drama","Siby K. Thomas (original story) | Udaykrishnan (original story) | Farhad | Sajid","Akshay Kumar | Shiv Pandit | Mithun Chakraborty | Ronit Roy","Anthony D'Souza","0","2"
"tt2573750","Gulaab Gang","2014","07 Mar 2014","Action | Drama","Soumik Sen (story) | Amitosh Nagpal (dialogue) | Soumik Sen (dialogue)","Madhuri Dixit | Juhi Chawla | Divya Jagdale | Priyanka Bose","Soumik Sen","0","2"
"tt2574698","Gunday","2014","14 Feb 2014","Action | Crime | Drama","Ali Abbas Zafar | Sanjay Masoom (additional dialogue)","Ranveer Singh | Arjun Kapoor | Priyanka Chopra | Irrfan Khan","Ali Abbas Zafar","0","5"
"tt2576450","Besharam","2013","02 Oct 2013","Comedy | Romance","Rajeev Barnwal | Abhinav Kashyap","Ranbir Kapoor | Pallavi Sharda | Rishi Kapoor | Neetu Singh","Abhinav Kashyap","0","2"
"tt2589600","Mere Haule Dost","2013","07 Jun 2013","Comedy | Drama","Nitin Raghunath","Aadil Abedi | Catherine Fallows | Kiran Gadalay | Raghuvardhan Garlapati","Nitin Raghunath","0","1"
"tt2609218","Ragini MMS 2","2014","21 Mar 2014","Horror | Romance | Thriller","Tanveer Bookwala (story) | Ishita Moitra (dialogue)","Sunny Leone | Saahil Prem | Parvin Dabas | Sandhya Mridul","Bhushan Patel","1","6"
"tt2609468","Sona Spa","2013","22 Mar 2013","Drama | Mystery | Thriller","Makrand Deshpande","Nivedita Bhattacharya | Devyani | Shailesh Hejmady | Neha Iyyer","Makrand Deshpande","0","1"
"tt2612924","Lucky Kabootar","2014","18 Apr 2014","Comedy","Shammi Chhabra | Shyam Goel","Shradha Das | Eijaz Khan | Ravi Kishan | Atul Mathur","Shammi Chhabra","0","1"
"tt2613380","Pehli Nazar Ka Pyaar","2008","04 Nov 2008","Romance","Armaan Shahabi","Vikas Anand | Sweety Chhabra | Farida Dadi | Raja Duggal","Arshad Khan | Arshad Khan","0","1"
"tt2613942","Dehraadun Diary","2013","04 Jan 2013","Thriller","Aseem Arora (screenplay) | Aseem Arora (script)","Rati Agnihotri | Neelima Azim | Rohit Bakshi | Vishal Bhosle","Milind Ukey","0","1"
"tt2615584","Phata Poster Nikhla Hero","2013","20 Sep 2013","Action | Comedy","Rajkumar Santoshi","Shahid Kapoor | Ileana | Padmini Kolhapure | Mukesh Tiwari","Rajkumar Santoshi","0","2"
"tt2621000","Jolly LLB","2013","15 Mar 2013","Comedy | Drama","Subhash Kapoor","Arshad Warsi | Amrita Rao | Boman Irani | Saurabh Shukla","Subhash Kapoor","0","6"
"tt2622130","Jayantabhai Ki Luv Story","2013","15 Feb 2013","Action | Comedy | Romance","Kiran Kotrial","Zakir Hussain | Nasser | Vivek Oberoi | Neha Sharma","Vinnil Markan","0","1"
"tt2624852","Gangoobai","2013","11 Jan 2013","Drama | Family","Priya Krishnaswamy | Rayomand J. Patell (additional screenplay writer) | Abhay Tiwari (dialogue)","Sarita Joshi | Purab Kohli | Mita Vasisht | Rajendranath Zutshi","Priya Krishnaswamy","0","1"
"tt2630076","Super Nani","2014","31 Oct 2014","Drama","N/A","Rekha | Sharman Joshi | Randhir Kapoor | Anupam Kher","Indra Kumar","0","1"
"tt2633598","Rise of the Zombie","2013","05 Apr 2013","Drama | Horror | Thriller","Devaki Singh","Benjamin Gilani | Luke Kenny | Kirti Kulhari | Ashwin Mushran","Luke Kenny | Devaki Singh","0","1"
"tt2635622","The Attacks of 26/11","2013","01 Mar 2013","Drama","Prashant Pandey (dialogue) | Rommel Rodrigues (story)","Nana Patekar | Atul Kulkarni | Ganesh Yadav | Ferzad Jehani","Ram Gopal Varma","0","2"
"tt2675978","Dedh Ishqiya","2014","10 Jan 2014","Comedy | Drama | Romance","Vishal Bhardwaj (dialogue) | Vishal Bhardwaj (screenplay) | Abhishek Chaubey (screenplay) | Darab Farooqui (story)","Naseeruddin Shah | Madhuri Dixit | Arshad Warsi | Huma Qureshi","Abhishek Chaubey","1","2"
"tt2679480","Sulemani Keeda","2014","28 Nov 2014","Comedy | Romance","Amit Masurkar","Naveen Kasturia | Mayank Tewari | Aditi Vasudev | Karan Mirchandani","Amit Masurkar","0","1"
"tt2691010","Mumbai 125 KM 3D","2014","17 Oct 2014","Horror","Hemant Madhukar","Aparna Bajpai | Karanvir Bohra | Joe Debroy | Veena Malik","Hemant Madhukar","0","1"
"tt2699840","John Day","2013","13 Sep 2013","Drama","Kartik Krishnan (dialogue) | Ahishor Solomon","Naseeruddin Shah | Randeep Hooda | Taran Bajaj | Harsh Chhaya","Ahishor Solomon","0","1"
"tt2706264","Rangrezz","2013","21 Mar 2013","Action |Drama |Adventure","Manisha Korde (dialogue) | Mushtaq Sheikh (screenplay)","Jacky Bhagnani | Priya Anand | Rajpal Yadav | Amitosh Nagpal","Priyadarshan","0","1"
"tt2727028","Total Chaos","2014","07 Mar 2014","Comedy | Drama | Romance","Dominic Harari (based on the film by) | Neeraj Pandey | Teresa Pelegri (based on the film by)","Ali Zafar | Yami Gautam | Anupam Kher | Kiron Kher","Eeshwar Nivas","0","1"
"tt2762334","Main Tera Hero","2014","04 Apr 2014","Action | Comedy | Romance","Tushar Hiranandani (story) | Milap Zaveri (dialogue)","Salman Khan | Ileana | Anupam Kher | Varun Dhawan","David Dhawan","0","5"
"tt2767712","Badlapur Boys","2014","12 Dec 2014","Drama","Shailesh Verma","Annu Kapoor | Anupam Maanav | Saranya Mohan | Nishan","Shailesh Verma","0","1"
"tt2796318","Mickey Virus","2013","25 Oct 2013","Comedy | Thriller","Elvin Raja (script co-writer) | Kuldeep Ruhil (script consultant & dialogue) | Saurabh Varma (screenplay)","Manish Paul | Dean Alexandrou | Elli Avram | Varun Badola","Saurabh Varma","0","2"
"tt2797242","Bombay Talkies","2013","03 May 2013","Drama","N/A","Rani Mukerji | Randeep Hooda | Saqib Saleem | Nawazuddin Siddiqui","Zoya Akhtar | Dibakar Banerjee | Karan Johar | Anurag Kashyap","0","2"
"tt2798620","Chhota Bheem and the Curse of Damyaan","2012","18 May 2012","Animation | Adventure | Fantasy","Rajiv Chilaka (original idea) | Richa Deo | Seeta","Jigna Bhardwaj | Chutki | Kaustav Ghosh | Rajesh Kava","Rajiv Chilaka","0","2"
"tt2804026","Aurangzeb","2013","17 May 2013","Action | Drama | Thriller","Atul Sabharwal (script)","Arjun Kapoor | Prithviraj Sukumaran | Jackie Shroff | Rishi Kapoor","Atul Sabharwal","0","2"
"tt2806788","Fukrey","2013","14 Jun 2013","Comedy | Drama | Romance","Mrigdeep Singh Lamba (additional dialogue) | Mrigdeep Singh Lamba (screenplay) | Vipul Vig (screenplay) | Vipul Vig (story)","Priya Anand | Richa Chadda | Kapil Dubey | Ali Fazal","Mrigdeep Singh Lamba","0","5"
"tt2814372","Gippi","2013","10 May 2013","Comedy | Drama","Sonam Nair (screenplay)","Divya Dutta | Arbaz Kadwani | Taaha Shah | Doorva Tripathi","Sonam Nair","0","2"
"tt2826126","Shree","2013","26 Apr 2013","Sci-Fi","Rajesh Bachchani","Hussain Kuwajerwala | Paresh Ganatra | Rio Kapadia | Shivani Tanksale","Rajesh Bachchani","0","1"
"tt2848824","Bajatey Raho","2013","26 Jul 2013","Comedy | Drama | Thriller","Zafar Khan (story) | Akshay Verma (dialogue)","Tusshar Kapoor | Vinay Pathak | Ranvir Shorey | Vishakha Singh","Shashant Shah","0","2"
"tt2855648","Madras Cafe","2013","23 Aug 2013","Action | Drama | History","Shubhendu Bhattacharya (story) | Juhi Chaturvedi (dialogue) | Somnath Dey (story) | Dusan Tolmac (additional screenplay) | Dusan Tolmac (script consultant)","John Abraham | Nargis Fakhri | Rashi Khanna | Avijit Dutt","Shoojit Sircar","0","4"
"tt2857500","Saare Jahaan Se Mehnga...","2013","08 Mar 2013","Comedy | Drama","Vijay Manral | Roopesh Thapliyal | Rupesh Thapliyal","Sanjai Mishra | Vishwa S. Badola | Ranjan Chhabra | Zakir Hussain","Anshul Sharma","0","1"
"tt2861320","Policegiri","2013","05 Jul 2013","Action | Comedy | Drama","Farhad (dialogue) | Hari (original story) | K.S. Ravikumar (screenplay) | Sajid (dialogue)","Sanjay Dutt | Prachi Desai | Prakash Raj | Om Puri","K.S. Ravikumar","0","2"
"tt2871010","Sonali Cable","2014","17 Oct 2014","Drama","Charudutt Acharya","Rhea Chakraborty | Ali Fazal | Smita Jaykar | Raghav Juyal","Charudutt Acharya","0","1"
"tt2876408","Mr Joe B. Carvalho","2014","03 Jan 2014","Comedy","Arshad Sayyad","Arshad Warsi | Soha Ali Khan | Rajesh Balwani | Geeta Basra","Samir Tewari","0","1"
